Wall time,Step,Value
1690400597.0680044,148,3.31984806060791
1690400604.9789395,149,3.31840181350708
1690400613.3537257,150,3.315934658050537
1690400621.4024947,151,3.31298828125
1690400629.6927092,152,3.311330556869507
1690400637.568418,153,3.308777093887329
1690400645.8519225,154,3.3076202869415283
1690400653.6179922,155,3.3048503398895264
1690400661.8119426,156,3.303115129470825
1690400669.9346151,157,3.303663492202759
1690400678.9485557,158,3.2984232902526855
1690400688.4759016,159,3.2940616607666016
1690400696.542355,160,3.2958762645721436
1690400705.157622,161,3.292055130004883
